Streamer,stat,Emote 1 Name,Emote 1 Stats,Emote 1 ImageURL,Emote 2 Name,Emote 2 Stats,Emote 2 ImageURL,Emote 3 Name,Emote 3 Stats,Emote 3 ImageURL,Emote 4 Name,Emote 4 Stats,Emote 4 ImageURL,Emote 5 Name,Emote 5 Stats,Emote 5 ImageURL,Emote 6 Name,Emote 6 Stats,Emote 6 ImageURL,Emote 7 Name,Emote 7 Stats,Emote 7 ImageURL,Command 1 Name,Command 1 Stats,Command 2 Name,Command 2 Stats,Command 3 Name,Command 3 Stats,Command 4 Name,Command 4 Stats,Command 5 Name,Command 5 Stats,Command 6 Name,Command 6 Stats,Command 7 Name,Command 7 Stats
meduska,Top Twitch Emotes,<3,24 753,https://static-cdn.jtvnw.net/emoticons/v1/555555584/1.0,:D,10 966,https://static-cdn.jtvnw.net/emoticons/v1/555555560/1.0,LUL,8842,https://static-cdn.jtvnw.net/emoticons/v1/425618/1.0,medusa76HI,5527,https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_1bc59879cc1f4961aeef5f630b0a9e56/1.0,DinoDance,5222,https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_dcd06b30a5c24f6eb871e8f5edbd44f7/1.0,TwitchConHYPE,5015,https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_13b6dd7f3a3146ef8dc10f66d8b42a96/1.0,SMOrc,4436,https://static-cdn.jtvnw.net/emoticons/v1/52/1.0,
meduska,Top 7TV Emotes,xdd,208 395,https://cdn.7tv.app/emote/613937fcf7977b64f644c0d2/1x.webp,xd,106 427,https://cdn.7tv.app/emote/60773136a807bed006130b28/1x.webp,POLICE,102 800,https://cdn.7tv.app/emote/60afbab3199b90afe4b56399/1x.webp,FIRE,90 929,https://cdn.7tv.app/emote/60c26d9b1142dcb0206e96af/1x.webp,wesele,66 875,https://cdn.7tv.app/emote/631a29c0b2ef04bef5df1617/1x.webp,mad,65 220,https://cdn.7tv.app/emote/61b63b648ffada6c4bafacc5/1x.webp,sigma,55 269,https://cdn.7tv.app/emote/638b82ae05b9c52431a224f6/1x.webp,
meduska,Top BTTV Emotes,D:,4956,https://cdn.betterttv.net/emote/55028cd2135896936880fdd7/1x,:tf:,572,https://cdn.betterttv.net/emote/54fa8f1401e468494b85b537/1x,monkaS,398,https://cdn.betterttv.net/emote/56e9f494fff3cc5c35e5287e/1x,ppJedi,392,https://cdn.betterttv.net/emote/5b52e96eb4276d0be256f809/1x,Sadge,351,https://cdn.betterttv.net/emote/60a072de67644f1d67e86ee1/1x,3Heading,182,https://cdn.betterttv.net/emote/5f5cbe0268d9d86c020e615c/1x,FireSpeed,142,https://cdn.betterttv.net/emote/566c9ff365dbbdab32ec0541/1x,
meduska,Top FFZ Emotes,BibleThump,42,https://cdn.frankerfacez.com/emoticon/757384/1,YooHoo,4,https://cdn.frankerfacez.com/emoticon/6/1,BeanieHipster,2,https://cdn.frankerfacez.com/emoticon/3/1,ZrehplaR,1,https://cdn.frankerfacez.com/emoticon/9/1,ManChicken,1,https://cdn.frankerfacez.com/emoticon/4/1,LilZ,1,https://cdn.frankerfacez.com/emoticon/28136/1,CatBag,1,https://cdn.frankerfacez.com/emoticon/25927/1,
meduska,Top Commands,!watchtime,8196,!suby,3009,!dc,2328,!phub,2285,!kiedystream,2170,!ticket,1927,!sr,1488
IzakOOO,Top Twitch Emotes,Kappa,598 639,https://static-cdn.jtvnw.net/emoticons/v1/25/1.0,284 123,https://static-cdn.jtvnw.net/emoticons/v1/3/1.0,<3,248 018,https://static-cdn.jtvnw.net/emoticons/v1/555555584/1.0,BloodTrail,244 177,https://static-cdn.jtvnw.net/emoticons/v1/69/1.0,DoritosChip,222 710,https://static-cdn.jtvnw.net/emoticons/v1/102242/1.0,LUL,187 721,https://static-cdn.jtvnw.net/emoticons/v1/425618/1.0,:D,179 689,https://static-cdn.jtvnw.net/emoticons/v1/3/1.0,
IzakOOO,Top 7TV Emotes,ENCE,292 820,https://cdn.7tv.app/emote/627a5b79e7115bde31ea3d0d/1x.webp,peepoPolska,233 293,https://cdn.7tv.app/emote/60b39ef56261e694f5fe5d6d/1x.webp,EZ,135 433,https://cdn.7tv.app/emote/63071b80942ffb69e13d700f/1x.webp,pierdolsie,131 043,https://cdn.7tv.app/emote/61a6beed15b3ff4a5bb89308/1x.webp,xdd,125 202,https://cdn.7tv.app/emote/613937fcf7977b64f644c0d2/1x.webp,sigma,68 378,https://cdn.7tv.app/emote/638b82ae05b9c52431a224f6/1x.webp,xD,43 796,https://cdn.7tv.app/emote/60afba2852a13d1adb2cb7b1/1x.webp,
IzakOOO,Top BTTV Emotes,peepoPolska,156 956,https://cdn.betterttv.net/emote/5f4d2276aa6fe06bfb5f7010/1x,EZ,83 419,https://cdn.betterttv.net/emote/5590b223b344e2c42a9e28e3/1x,D:,44 154,https://cdn.betterttv.net/emote/55028cd2135896936880fdd7/1x,PepoCheer,36 389,https://cdn.betterttv.net/emote/5abd36396723dc149c678e90/1x,Clap,12 333,https://cdn.betterttv.net/emote/55b6f480e66682f576dd94f5/1x,Sadge,11 815,https://cdn.betterttv.net/emote/5e0fa9d40550d42106b8a489/1x,EncePL,11 037,https://cdn.betterttv.net/emote/626046873c6f14b68845c6ef/1x,
IzakOOO,Top FFZ Emotes,KEKW,45 405,https://cdn.frankerfacez.com/emoticon/381875/1,Pog,8205,https://cdn.frankerfacez.com/emoticon/210748/1,KEKW,4770,https://cdn.frankerfacez.com/emoticon/408553/1,2Head,2728,https://cdn.frankerfacez.com/emoticon/294078/1,Kapp,1200,https://cdn.frankerfacez.com/emoticon/218860/1,widepeepoHappy,1089,https://cdn.frankerfacez.com/emoticon/270930/1,PepoThink,964,https://cdn.frankerfacez.com/emoticon/174942/1,
IzakOOO,Top Commands,!drabinka,103 109,!celownik,34 715,!raffle,31 630,!uptime,28 891,!elo,26 632,!tabela,26 335,!esea,26 130
xmerghani,Top Twitch Emotes,<3,485 957,https://static-cdn.jtvnw.net/emoticons/v1/555555584/1.0,dzinoBASS,140 243,https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_654d3d317895487d9e4a9fccc2a44ce9/1.0,StinkyCheese,105 036,https://static-cdn.jtvnw.net/emoticons/v1/90076/1.0,mrghLove,74 357,https://static-cdn.jtvnw.net/emoticons/v1/306749894/1.0,Kappa,74 046,https://static-cdn.jtvnw.net/emoticons/v1/25/1.0,BibleThump,70 820,https://static-cdn.jtvnw.net/emoticons/v1/86/1.0,forsenE,48 844,https://static-cdn.jtvnw.net/emoticons/v1/521050/1.0,
xmerghani,Top 7TV Emotes,FIRE,1 544 243,https://cdn.7tv.app/emote/60c26d9b1142dcb0206e96af/1x.webp,kosa,1 105 177,https://cdn.7tv.app/emote/63e0095f90e9cc0a8488cbe1/1x.webp,xdd,912 141,https://cdn.7tv.app/emote/613937fcf7977b64f644c0d2/1x.webp,neexImpreza,516 134,https://cdn.7tv.app/emote/650c55b6714d175392384186/1x.webp,xd,331 150,https://cdn.7tv.app/emote/60773136a807bed006130b28/1x.webp,neexPaluszek,202 927,https://cdn.7tv.app/emote/64b40f94b230f419266fc8fd/1x.webp,zyzzBass,187 266,https://cdn.7tv.app/emote/60ae24b3aee2aa55389609aa/1x.webp,
xmerghani,Top BTTV Emotes,FIRE,7 925 205,https://cdn.betterttv.net/emote/6087488d39b5010444d06dff/1x,lebronJAM,1 203 989,https://cdn.betterttv.net/emote/5fa939a9f32aa26441c83a70/1x,Kirby,1 195 803,https://cdn.betterttv.net/emote/606b8d86fba15a03df2c8dfb/1x,POLICE,960 031,https://cdn.betterttv.net/emote/5e15e00c0550d42106b90042/1x,PLGurom,619 706,https://cdn.betterttv.net/emote/5f00641b6bd7f3052a0c2663/1x,xar2EDM,460 972,https://cdn.betterttv.net/emote/5b7e01fbe429f82909e0013a/1x,EZ,448 691,https://cdn.betterttv.net/emote/5590b223b344e2c42a9e28e3/1x,
xmerghani,Top FFZ Emotes,Prayge,407 083,https://cdn.frankerfacez.com/emoticon/507766/1,PogU,157 282,https://cdn.frankerfacez.com/emoticon/422810/1,Sadeg,63 431,https://cdn.frankerfacez.com/emoticon/480289/1,PogU,41 824,https://cdn.frankerfacez.com/emoticon/675930/1,Hmm,38 818,https://cdn.frankerfacez.com/emoticon/405602/1,PogO,31 803,https://cdn.frankerfacez.com/emoticon/556604/1,OMEGALUL,28 475,https://cdn.frankerfacez.com/emoticon/128054/1,
xmerghani,Top Commands,!watchtime,101 347,!play,33 451,!sr,31 184,!drop,19 319,!epet,19 219,!opluj,16 913,!song,16 419
Grendy,Top Twitch Emotes,BibleThump,188 383,https://static-cdn.jtvnw.net/emoticons/v1/86/1.0,grendyCk,85 400,https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_3b3df2950e604b7f9a46c67dbe584da7/1.0,StinkyCheese,72 014,https://static-cdn.jtvnw.net/emoticons/v1/90076/1.0,<3,71 987,https://static-cdn.jtvnw.net/emoticons/v1/555555584/1.0,PogChamp,37 668,https://static-cdn.jtvnw.net/emoticons/v1/305954156/1.0,BloodTrail,33 906,https://static-cdn.jtvnw.net/emoticons/v1/69/1.0,NotLikeThis,29 389,https://static-cdn.jtvnw.net/emoticons/v1/58765/1.0,
Grendy,Top 7TV Emotes,xdd,155 965,https://cdn.7tv.app/emote/63543d526895a79573888efe/1x.webp,Dance,45 730,https://cdn.7tv.app/emote/60af912352a13d1adb2612ec/1x.webp,xd,31 082,https://cdn.7tv.app/emote/60773136a807bed006130b28/1x.webp,xdd,26 831,https://cdn.7tv.app/emote/01GG0GZ22G0006H5D7JNSRH3QY/1x.webp,Dance,21 966,https://cdn.7tv.app/emote/01F6PWXW5R0005589X3BDJC4QC/1x.webp,Cheergi,19 045,https://cdn.7tv.app/emote/62bcae494c5bd11b08aa9f3b/1x.webp,budynBUDOWA,15 689,https://cdn.7tv.app/emote/647652628e27395505d741ca/1x.webp,
Grendy,Top BTTV Emotes,FIRE,1 262 877,https://cdn.betterttv.net/emote/6087488d39b5010444d06dff/1x,POLICE,385 350,https://cdn.betterttv.net/emote/60fd94c32d1eba5400d177fa/1x,catJam,261 397,https://cdn.betterttv.net/emote/60f7bca42d1eba5400d0c133/1x,peepoDJ,187 197,https://cdn.betterttv.net/emote/601b35be4e3ab965ef7684b2/1x,pepeJAM,143 404,https://cdn.betterttv.net/emote/5b77ac3af7bddc567b1d5fb2/1x,boxdelPls,133 639,https://cdn.betterttv.net/emote/611c0fb176ea4e2b9f77cafa/1x,jasperBASS,107 236,https://cdn.betterttv.net/emote/600c8b76f1cfbf65dbe09204/1x,
Grendy,Top FFZ Emotes,CatBag,75,https://cdn.frankerfacez.com/emoticon/25927/1,LilZ,57,https://cdn.frankerfacez.com/emoticon/28136/1,YooHoo,39,https://cdn.frankerfacez.com/emoticon/6/1,ZrehplaR,16,https://cdn.frankerfacez.com/emoticon/9/1,ManChicken,16,https://cdn.frankerfacez.com/emoticon/4/1,ZreknarF,16,https://cdn.frankerfacez.com/emoticon/27081/1,BORT,15,https://cdn.frankerfacez.com/emoticon/142673/1,
Grendy,Top Commands,!steelseries,15 120,!prime,7152,!pc,5927,!followage,5878,!coco,4935,!awp,4184,!ban,3650
vysotzky,Top Twitch Emotes,<3,342 145,https://static-cdn.jtvnw.net/emoticons/v1/555555584/1.0,BloodTrail,194 412,https://static-cdn.jtvnw.net/emoticons/v1/69/1.0,BibleThump,144 824,https://static-cdn.jtvnw.net/emoticons/v1/86/1.0,PogChamp,125 167,https://static-cdn.jtvnw.net/emoticons/v1/305954156/1.0,StinkyCheese,105 533,https://static-cdn.jtvnw.net/emoticons/v1/90076/1.0,B),101 487,https://static-cdn.jtvnw.net/emoticons/v1/555555577/1.0,SMOrc,99 653,https://static-cdn.jtvnw.net/emoticons/v1/52/1.0,
vysotzky,Top 7TV Emotes,xd,208 486,https://cdn.7tv.app/emote/60773136a807bed006130b28/1x.webp,xdd,170 253,https://cdn.7tv.app/emote/613937fcf7977b64f644c0d2/1x.webp,sigma,96 955,https://cdn.7tv.app/emote/638b82ae05b9c52431a224f6/1x.webp,FIRE,56 851,https://cdn.7tv.app/emote/60c26d9b1142dcb0206e96af/1x.webp,NOWAY,50 800,https://cdn.7tv.app/emote/6345e54ddf8d9e6ac32ade37/1x.webp,sad,46 297,https://cdn.7tv.app/emote/62addd5dc498e86eaf5e9078/1x.webp,!ticket,44 438,https://cdn.7tv.app/emote/63057e70661c1e929c75ee23/1x.webp,
vysotzky,Top BTTV Emotes,FIRE,2 844 276,https://cdn.betterttv.net/emote/6087488d39b5010444d06dff/1x,POLICE,1 524 249,https://cdn.betterttv.net/emote/5e15e00c0550d42106b90042/1x,lebronJAM,1 401 895,https://cdn.betterttv.net/emote/5fa939a9f32aa26441c83a70/1x,Disco,847 790,https://cdn.betterttv.net/emote/60aeb58cf8b3f62601c339a4/1x,catJAM,716 308,https://cdn.betterttv.net/emote/5f1b0186cf6d2144653d2970/1x,GIGACHAD,710 608,https://cdn.betterttv.net/emote/60f622682d1eba5400d086a2/1x,EZ,609 253,https://cdn.betterttv.net/emote/5590b223b344e2c42a9e28e3/1x,
vysotzky,Top FFZ Emotes,PogU,660 535,https://cdn.frankerfacez.com/emoticon/422810/1,Sadeg,166 089,https://cdn.frankerfacez.com/emoticon/480289/1,Prayge,118 143,https://cdn.frankerfacez.com/emoticon/507766/1,Bedge,116 599,https://cdn.frankerfacez.com/emoticon/590443/1,SKIP,115 690,https://cdn.frankerfacez.com/emoticon/478611/1,Madge,76 067,https://cdn.frankerfacez.com/emoticon/469241/1,POGGIES,42 538,https://cdn.frankerfacez.com/emoticon/257284/1,
vysotzky,Top Commands,!ticket,325 097,!sr,161 644,!song,132 669,!opgg,34 443,!songlist,29 049,!1000,26 922,!when,25 349
EWROON,Top Twitch Emotes,<3,7 304 826,https://static-cdn.jtvnw.net/emoticons/v1/555555584/1.0,<3,3 510 181,https://static-cdn.jtvnw.net/emoticons/v1/9/1.0,BibleThump,3 374 333,https://static-cdn.jtvnw.net/emoticons/v1/86/1.0,ewronLove,2 044 099,https://static-cdn.jtvnw.net/emoticons/v1/1649101/1.0,PogChamp,2 025 995,https://static-cdn.jtvnw.net/emoticons/v1/88/1.0,NotLikeThis,843 919,https://static-cdn.jtvnw.net/emoticons/v1/58765/1.0,Kappa,798 081,https://static-cdn.jtvnw.net/emoticons/v1/25/1.0,
EWROON,Top 7TV Emotes,xdd,1 118 026,https://cdn.7tv.app/emote/613937fcf7977b64f644c0d2/1x.webp,xdd,292 665,https://cdn.7tv.app/emote/6340453f8a107546276b0610/1x.webp,Dance,253 641,https://cdn.7tv.app/emote/6205a5c464e2b384425eccdd/1x.webp,wesele,226 825,https://cdn.7tv.app/emote/631a29c0b2ef04bef5df1617/1x.webp,xar2EDM,179 945,https://cdn.7tv.app/emote/60aeb46de90f445e4393d908/1x.webp,FIRE,173 498,https://cdn.7tv.app/emote/60c26d9b1142dcb0206e96af/1x.webp,lebronJAM,171 107,https://cdn.7tv.app/emote/62f424b0ea941a22a1f03268/1x.webp,
EWROON,Top BTTV Emotes,EZ,2 308 685,https://cdn.betterttv.net/emote/5590b223b344e2c42a9e28e3/1x,ZyzzBass,1 816 971,https://cdn.betterttv.net/emote/5ed12174924aa35e32a64295/1x,D:,1 449 084,https://cdn.betterttv.net/emote/55028cd2135896936880fdd7/1x,pepeJAMJAM,1 384 951,https://cdn.betterttv.net/emote/5c36fba2c6888455faa2e29f/1x,vibePls,1 139 851,https://cdn.betterttv.net/emote/61526b8cb63cc97ee6d3aadf/1x,OMEGALUL,989 296,https://cdn.betterttv.net/emote/583089f4737a8e61abb0186b/1x,peepoDJ,936 634,https://cdn.betterttv.net/emote/5fb972c7e2900c6f07df3adb/1x,
